,source,target,stimulation,inhibition,mode_of_action
10766,Q9UGK3,Q99836,0,0,0.1
10767,Q9UGK3,O14920,0,0,0.1
10768,Q99836,P43405,0,0,0.1
10769,Q6IA17,P51617,0,0,0.1
10770,P11215,P51617,0,0,0.1
10771,P07900,P51617,0,0,0.1
10772,P51617,Q05513,0,0,0.1
10773,Q9Y4K3,Q6IA17,0,0,0.1
10774,Q9Y4K3,P98170,0,0,0.1
10775,Q9Y4K3,Q9C0K7,0,0,0.1
10776,Q9Y4K3,Q86VP1,0,0,0.1
10777,Q9Y4K3,O95551,0,0,0.1
10778,Q9Y4K3,Q93009,0,0,0.1
10779,O60603,O43353,0,0,0.1
10780,Q13501,P08138,0,0,0.1
10781,P27986,O60603,0,0,0.1
10782,Q9Y4K3,O94972,0,0,0.1
10783,Q15654,O60603,0,0,0.1
10784,Q9Y239,Q15654,0,0,0.1
10785,Q14203,P52564,0,0,0.1
10786,P35232,P04049,0,0,0.1
10787,O43597,P04049,0,0,0.1
10788,P32121,P04049,0,0,0.1
10789,P30556,P04049,0,0,0.1
10790,O43283,O14920,0,0,0.1
10791,Q99614,P30679,0,0,0.1
10792,Q14203,P46734,0,0,0.1
10793,Q99614,P04899,0,0,0.1
10794,Q99614,P50148,0,0,0.1
10795,Q13574,O95267,0,0,0.1
10796,Q92730,O43924,0,0,0.1
10797,P62834,O43924,0,0,0.1
10798,P55196,P07737,0,0,0.1
10799,P50749,P01116,0,0,0.1
10800,Q99578,Q12967,0,0,0.1
10801,Q99578,Q13129,0,0,0.1
10802,Q99578,P55196,0,0,0.1
10803,P35232,P06400,0,0,0.1
10804,P35232,P28749,0,0,0.1
10805,Q08999,P35232,0,0,0.1
10806,Q7Z434,O43318,0,0,0.1
10807,Q03135,P25942,0,0,0.1
10808,Q9Y4K3,Q03135,0,0,0.1
10809,Q8IUC6,O60603,0,0,0.1
10810,Q9Y4K3,Q7Z434,0,0,0.1
10811,Q92985,Q8IUC6,0,0,0.1
10812,Q7Z434,Q12933,0,0,0.1
10813,Q8IUC6,Q7Z434,0,0,0.1
10814,Q13671,P31946,0,0,0.1
10815,P30556,P28482,0,0,0.1
10816,Q9Y6X2,P57678,0,0,0.1
10817,P57678,O43609,0,0,0.1
10818,Q13490,P15170,0,0,0.1
10819,P55210,P08311,0,0,0.1
10820,Q13322,P04049,0,0,0.1
10821,Q9UPY6,P27986,0,0,0.1
10822,Q9NR97,Q06187,0,0,0.1
10823,Q9Y2C9,Q06187,0,0,0.1
10824,Q13094,P27986,0,0,0.1
10825,Q9BXR5,P29350,0,0,0.1
10826,Q9H2U1,Q15399,0,0,0.1
10827,Q15399,P10809,0,0,0.1
10828,Q15399,Q12931,0,0,0.1
10829,Q9Y2C9,Q12931,0,0,0.1
10830,Q9BXR5,P21333,0,0,0.1
10831,Q9BXR5,P04040,0,0,0.1
10832,P25942,P22681,0,0,0.1
10833,O43318,P19525,0,0,0.1
10834,P19438,O43318,0,0,0.1
10835,O43639,P30530,0,0,0.1
10836,Q9Y2W2,P14598,0,0,0.1
10837,Q9Y2W2,P27986,0,0,0.1
10838,Q9Y2W2,P12931,0,0,0.1
10839,P42336,P03372,0,0,0.1
10840,Q16539,P51617,0,0,0.1
10841,Q92835,P36888,0,0,0.1
10842,P18206,P12830,0,0,0.1
10843,P19838,P03372,0,0,0.1
10844,P19838,P18847,0,0,0.1
10845,P49407,P46734,0,0,0.1
10846,P19838,P50750,0,0,0.1
10847,P52926,P19838,0,0,0.1
10848,Q04206,P52926,0,0,0.1
10849,P62993,P42768,0,0,0.1
10850,Q13077,P55212,0,0,0.1
10851,Q13077,O43791,0,0,0.1
10852,P45983,P42771,0,0,0.1
10853,P53779,P42771,0,0,0.1
10854,Q13077,O43734,0,0,0.1
10855,Q8N4C6,P49841,0,0,0.1
10856,Q9Y2U5,P45983,0,0,0.1
10857,O15519,O43353,0,0,0.1
10858,Q07011,P43489,0,0,0.1
10859,Q13077,P43489,0,0,0.1
10860,Q9BUZ4,P43489,0,0,0.1
10861,Q13077,Q07011,0,0,0.1
10862,Q13114,Q07011,0,0,0.1
10863,Q13489,Q13077,0,0,0.1
10864,Q13158,P50591,0,0,0.1
10865,P35637,P35222,0,0,0.1
10866,P28908,O00463,0,0,0.1
10867,P35222,P16150,0,0,0.1
10868,Q86UP0,P35222,0,0,0.1
10869,Q12933,O14763,0,0,0.1
10870,Q86UP0,O60716,0,0,0.1
10871,Q9Y230,P35222,0,0,0.1
10872,Q12933,Q04637,0,0,0.1
10873,Q9Y5U5,Q13077,0,0,0.1
10874,Q9Y5U5,Q13114,0,0,0.1
10875,Q9Y5U5,Q12933,0,0,0.1
10876,P35222,P19838,0,0,0.1
10877,Q14653,P23284,0,0,0.1
10878,Q9ULV5,P27361,0,0,0.1
10879,Q9ULV5,P28482,0,0,0.1
10880,Q9ULV5,Q9BV47,0,0,0.1
10881,O15360,O15111,0,0,0.1
10882,Q16625,Q07157,0,0,0.1
10883,P21580,O15111,0,0,0.1
10884,Q8TEL6,O15111,0,0,0.1
10885,Q8TEL6,Q13546,0,0,0.1
10886,Q8TEL6,Q15628,0,0,0.1
10887,O75688,O15111,0,0,0.1
10888,P12830,P04626,0,0,0.1
10889,P35221,P04626,0,0,0.1
10890,P14923,P04626,0,0,0.1
10891,P35222,P24941,0,0,0.1
10892,P15509,O15111,0,0,0.1
10893,P14923,P10586,0,0,0.1
10894,P16885,P23458,0,0,0.1
10895,P16885,O60674,0,0,0.1
10896,P47712,P23458,0,0,0.1
10897,P42224,O60684,0,0,0.1
10898,P40763,P17948,0,0,0.1
10899,P42224,P17948,0,0,0.1
10900,P42224,P35968,0,0,0.1
10901,P42229,P14859,0,0,0.1
10902,P51692,P14859,0,0,0.1
10903,P30273,P16885,0,0,0.1
10904,P12314,P43405,0,0,0.1
10905,P43405,P09693,0,0,0.1
10906,P43403,P09693,0,0,0.1
10907,P42229,P16410,0,0,0.1
10908,P52630,P42226,0,0,0.1
10909,P32121,O15111,0,0,0.1
10910,P32121,P25963,0,0,0.1
10911,P40763,P17181,0,0,0.1
10912,P49913,P24158,0,0,0.1
10913,P49913,P08246,0,0,0.1
10914,P49913,P08311,0,0,0.1
10915,Q9UBE0,P63279,0,0,0.1
10916,P63279,P42224,0,0,0.1
10917,P63279,O75928,0,0,0.1
10918,O14920,O00141,0,0,0.1
10919,Q13330,P78368,0,0,0.1
10920,Q9C0K0,Q92769,0,0,0.1
10921,Q9C0K0,Q13547,0,0,0.1
10922,Q6IA17,P14778,0,0,0.1
10923,P42224,P01100,0,0,0.1
10924,Q13547,P25963,0,0,0.1
10925,P04637,P00519,0,0,0.1
10926,P25105,P29597,0,0,0.1
10927,P25963,P42574,0,0,0.1
10928,Q04206,O15524,0,0,0.1
10929,P98177,O14980,0,0,0.1
10930,Q9UKG1,P31751,0,0,0.1
10931,P15498,P29597,0,0,0.1
10932,P40763,P06454,0,0,0.1
10933,P40763,P08069,0,0,0.1
10934,Q16665,P10275,0,0,0.1
10935,P32519,P17096,0,0,0.1
10936,Q04864,P32519,0,0,0.1
10937,Q99732,P42226,0,0,0.1
10938,P42226,P12931,0,0,0.1
10939,Q13547,P52630,0,0,0.1
10940,Q92985,Q09472,0,0,0.1
10941,Q92985,Q92793,0,0,0.1
10942,P60709,P50402,0,0,0.1
10943,P84243,Q13153,0,0,0.1
10944,Q8WXH5,Q15369,0,0,0.1
10945,Q15369,O14543,0,0,0.1
10946,Q15370,O14543,0,0,0.1
10947,Q9Y6I7,Q15369,0,0,0.1
10948,Q15369,Q15345,0,0,0.1
10949,Q15370,Q15345,0,0,0.1
10950,P62877,P40337,0,0,0.1
10951,Q92558,P14598,0,0,0.1
10952,Q92841,Q8WXA9,0,0,0.1
10953,Q8WXA9,P67809,0,0,0.1
10954,Q9Y6Q9,Q13526,0,0,0.1
10955,P32121,Q99683,0,0,0.1
10956,P32121,P45985,0,0,0.1
10957,Q14974,P17706,0,0,0.1
10958,Q9Y239,P07900,0,0,0.1
10959,Q8WXF8,Q14790,0,0,0.1
10960,Q92851,Q8WXF8,0,0,0.1
10961,O75618,O15519,0,0,0.1
10962,Q9UNS2,P61201,0,0,0.1
10963,Q9UNS2,Q92905,0,0,0.1
10964,Q9UNS2,Q9BT78,0,0,0.1
10965,Q9UNS2,Q7L5N1,0,0,0.1
10966,Q9UNS2,Q13098,0,0,0.1
10967,Q9UNS2,Q99627,0,0,0.1
10968,Q7L5N1,P04150,0,0,0.1
10969,Q96P20,P07900,0,0,0.1
10970,Q9Y2Z0,P07900,0,0,0.1
10971,Q9Y2Z0,P14625,0,0,0.1
10972,Q9BUZ4,P17980,0,0,0.1
10973,Q96EQ8,P51668,0,0,0.1
10974,Q9BTT6,Q96RT1,0,0,0.1
10975,Q9BTT6,P78352,0,0,0.1
10976,Q9BTT6,Q12959,0,0,0.1
10977,Q13158,P51617,0,0,0.1
10978,Q13424,P25100,0,0,0.1
10979,Q13424,P01135,0,0,0.1
10980,Q92993,P03372,0,0,0.1
10981,P62834,P51813,0,0,0.1
10982,P62834,O14798,0,0,0.1
10983,Q13158,P62834,0,0,0.1
10984,Q9UNN5,P62834,0,0,0.1
10985,Q13547,P62834,0,0,0.1
10986,Q15027,Q00610,0,0,0.1
10987,Q15027,P14672,0,0,0.1
10988,Q00610,P14672,0,0,0.1
10989,Q9UBP9,Q15027,0,0,0.1
10990,Q9UNN5,Q96P20,0,0,0.1
10991,Q7Z434,Q15628,0,0,0.1
10992,Q15628,Q13114,0,0,0.1
10993,Q5VWQ8,P19438,0,0,0.1
10994,P29466,P00533,0,0,0.1
10995,P00533,P42574,0,0,0.1
10996,P47712,P29466,0,0,0.1
10997,P47712,P42574,0,0,0.1
10998,Q9NQC7,Q9UHD2,0,0,0.1
10999,Q14116,P49662,0,0,0.1
11000,Q13114,O00463,0,0,0.1
11001,Q13114,Q12933,0,0,0.1
11002,Q14116,P42574,0,0,0.1
11003,Q14653,P07900,0,0,0.1
11004,Q96KP1,P11234,0,0,0.1
11005,Q96CA5,Q6GPH4,0,0,0.1
11006,Q8IVM0,P21580,0,0,0.1
11007,P31946,P21580,0,0,0.1
11008,Q8IVM0,Q13546,0,0,0.1
11009,Q9NZ08,P19438,0,0,0.1
11010,P19438,O60674,0,0,0.1
11011,Q9Y4A5,Q92993,0,0,0.1
11012,Q9H2F5,Q92993,0,0,0.1
11013,O15553,O15304,0,0,0.1
11014,Q9H2F5,O75461,0,0,0.1
11015,Q96B97,P08631,0,0,0.1
11016,Q13077,P25942,0,0,0.1
11017,Q9Y4K3,Q12933,0,0,0.1
11018,Q9Y4K3,O00463,0,0,0.1
11019,Q05195,Q13490,0,0,0.1
11020,Q13489,P51668,0,0,0.1
11021,Q13490,P51668,0,0,0.1
11022,Q13489,P61077,0,0,0.1
11023,P36941,O00463,0,0,0.1
11024,Q9NR28,P36941,0,0,0.1
11025,Q13490,P36941,0,0,0.1
11026,P34932,P25942,0,0,0.1
11027,P25942,P11142,0,0,0.1
11028,P25942,P52333,0,0,0.1
11029,Q8IUQ4,O43255,0,0,0.1
11030,Q96J02,Q16621,0,0,0.1
11031,Q5XUX0,P63208,0,0,0.1
11032,Q5XUX0,Q13616,0,0,0.1
11033,Q9UKT5,Q13616,0,0,0.1
11034,Q9UKT5,P63208,0,0,0.1
11035,Q8TCJ0,Q13616,0,0,0.1
11036,Q8TCJ0,P63208,0,0,0.1
11037,Q96S59,P30530,0,0,0.1
11038,Q9H0M0,P84022,0,0,0.1
11039,Q13418,P55211,0,0,0.1
11040,P62136,O14727,0,0,0.1
11041,P62136,P12830,0,0,0.1
11042,P62136,P60484,0,0,0.1
11043,Q07812,P62136,0,0,0.1
11044,Q16665,Q13617,0,0,0.1
11045,Q86VP6,Q13618,0,0,0.1
11046,Q86VP6,Q13617,0,0,0.1
11047,Q13616,Q13309,0,0,0.1
11048,Q13616,Q13098,0,0,0.1
11049,Q13490,P01375,0,0,0.1
11050,Q9NPI1,P14316,0,0,0.1
11051,Q9NPI1,P62805,0,0,0.1
11052,Q9Y3M8,Q86VP1,0,0,0.1
11053,Q9Y3M8,P04035,0,0,0.1
11054,Q9Y3M8,Q14643,0,0,0.1
11055,Q9Y3M8,P08238,0,0,0.1
11056,Q13546,Q86VP1,0,0,0.1
11057,Q13546,Q96J02,0,0,0.1
11058,Q86VP1,Q13137,0,0,0.1
11059,Q8IUQ4,P62837,0,0,0.1
11060,Q9UKB1,Q13127,0,0,0.1
11061,Q9Y297,Q00839,0,0,0.1
11062,Q9BWT7,O95999,0,0,0.1
11063,Q02224,P63208,0,0,0.1
11064,P20333,P51813,0,0,0.1
11065,Q9BPZ7,Q6R327,0,0,0.1
11066,Q9BPZ7,P42345,0,0,0.1
11067,P61088,O95999,0,0,0.1
11068,Q15819,O95999,0,0,0.1
11069,Q9BVC4,Q6R327,0,0,0.1
11070,Q6R327,P85299,0,0,0.1
11071,P85299,P42345,0,0,0.1
11072,Q9BPZ7,P85299,0,0,0.1
11073,Q9BVC4,P85299,0,0,0.1
11074,Q9NRD1,P63208,0,0,0.1
11075,Q9NRD1,Q13616,0,0,0.1
11076,Q14999,P63208,0,0,0.1
11077,Q14999,P62877,0,0,0.1
11078,Q8NFZ0,Q13616,0,0,0.1
11079,P24385,Q13616,0,0,0.1
11080,P30304,Q13616,0,0,0.1
11081,P30304,P63208,0,0,0.1
11082,Q9Y2Z0,P63208,0,0,0.1
11083,Q13490,P98170,0,0,0.1
11084,Q15382,Q13315,0,0,0.1
11085,Q15382,Q13535,0,0,0.1
11086,Q9BVC4,Q9BPZ7,0,0,0.1
11087,Q9NQL2,Q5VZM2,0,0,0.1
11088,Q13489,P61088,0,0,0.1
11089,Q92574,P63104,0,0,0.1
11090,P49815,P0DP25,0,0,0.1
11091,Q92574,P14635,0,0,0.1
11092,P49815,P03372,0,0,0.1
11093,O75592,P51668,0,0,0.1
11094,O75592,P61077,0,0,0.1
11095,O75592,P68036,0,0,0.1
11096,Q92574,P15311,0,0,0.1
11097,Q9NYL2,P36897,0,0,0.1
11098,Q12933,P42345,0,0,0.1
11099,Q6R327,Q13418,0,0,0.1
11100,Q14765,P40763,0,0,0.1
11101,Q16665,Q8N122,0,0,0.1
11102,P78318,O00743,0,0,0.1
11103,P78318,P60510,0,0,0.1
11104,P42345,P29590,0,0,0.1
11105,P42224,P42345,0,0,0.1
11106,Q8TCU6,P42345,0,0,0.1
11107,Q92574,Q00994,0,0,0.1
11108,Q9Y496,Q96PY6,0,0,0.1
11109,P49815,Q96PY6,0,0,0.1
11110,Q12888,Q96PY6,0,0,0.1
11111,Q14738,Q96PY6,0,0,0.1
11112,Q04917,Q96PY6,0,0,0.1
11113,P49815,P46527,0,0,0.1
11114,P62258,P49815,0,0,0.1
11115,P49815,P27348,0,0,0.1
11116,P46527,P31946,0,0,0.1
11117,P67775,P49815,0,0,0.1
11118,Q96B36,Q15560,0,0,0.1
11119,P55884,O15371,0,0,0.1
11120,O75821,O15371,0,0,0.1
11121,O15371,O00303,0,0,0.1
11122,Q13347,O15371,0,0,0.1
11123,Q14318,P62191,0,0,0.1
11124,Q14318,Q08209,0,0,0.1
11125,Q15796,P49815,0,0,0.1
11126,Q9NRA8,P06730,0,0,0.1
11127,P60842,P06730,0,0,0.1
11128,Q16665,P84022,0,0,0.1
11129,Q8N122,O14939,0,0,0.1
11130,P62942,P36896,0,0,0.1
11131,Q96RU7,Q13873,0,0,0.1
11132,O75689,Q15139,0,0,0.1
11133,O75689,Q05513,0,0,0.1
11134,Q03135,P37023,0,0,0.1
11135,P78344,Q9BUB5,0,0,0.1
11136,P55055,P37023,0,0,0.1
11137,Q12933,Q05655,0,0,0.1
11138,Q92569,P30530,0,0,0.1
11139,Q9UKG1,P42336,0,0,0.1
11140,Q9BYG5,P41743,0,0,0.1
11141,Q9BYG4,P41743,0,0,0.1
11142,Q9NPB6,P63000,0,0,0.1
11143,Q9BYG5,P63000,0,0,0.1
11144,Q9BYG4,P63000,0,0,0.1
11145,P63000,P41743,0,0,0.1
11146,P60953,P41743,0,0,0.1
11147,Q7Z434,Q07021,0,0,0.1
11148,P32121,P17813,0,0,0.1
11149,Q96IZ0,Q05513,0,0,0.1
11150,Q07021,Q05513,0,0,0.1
11151,Q07021,Q15139,0,0,0.1
11152,Q07021,P17252,0,0,0.1
11153,Q07021,Q05655,0,0,0.1
11154,P13645,P31749,0,0,0.1
11155,P13645,Q05513,0,0,0.1
11156,Q06124,P30530,0,0,0.1
11157,P22681,P30530,0,0,0.1
11158,P25445,O15519,0,0,0.1
11159,Q9Y624,Q05513,0,0,0.1
11160,Q9NPB6,P33151,0,0,0.1
11161,Q05513,Q04759,0,0,0.1
11162,P31751,Q05513,0,0,0.1
11163,Q13158,P51398,0,0,0.1
11164,Q16548,Q07812,0,0,0.1
11165,Q92945,O95453,0,0,0.1
11166,Q16875,P17252,0,0,0.1
11167,Q9Y4K3,Q9BXL7,0,0,0.1
11168,Q09472,P16220,0,0,0.1
11169,P23396,P19838,0,0,0.1
11170,Q04206,P23396,0,0,0.1
11171,P25963,P23396,0,0,0.1
11172,O95163,Q99558,0,0,0.1
11173,O95163,O14920,0,0,0.1
11174,O95295,O95163,0,0,0.1
11175,P02766,O95163,0,0,0.1
11176,P42772,O95163,0,0,0.1
11177,Q9UFN0,O95163,0,0,0.1
11178,Q9UHF0,O95163,0,0,0.1
11179,Q04941,O95163,0,0,0.1
11180,Q969G3,P51532,0,0,0.1
11181,Q969G3,P51531,0,0,0.1
11182,Q99728,O95163,0,0,0.1
11183,Q9Y243,P42574,0,0,0.1
11184,P40425,O95163,0,0,0.1
11185,P42858,O95163,0,0,0.1
11186,Q04206,P09874,0,0,0.1
11187,P09486,P07996,0,0,0.1
11188,P09486,P00747,0,0,0.1
11189,P13611,P02778,0,0,0.1
11190,P13611,P13500,0,0,0.1
11191,Q99873,P17181,0,0,0.1
11192,Q14790,P09486,0,0,0.1
11193,P09486,P08254,0,0,0.1
11194,P63244,P48551,0,0,0.1
11195,P10144,P09874,0,0,0.1
11196,Q9UIQ6,O95271,0,0,0.1
11197,O76070,P28482,0,0,0.1
11198,O76070,P27361,0,0,0.1
11199,O76070,P45983,0,0,0.1
11200,P37840,P19419,0,0,0.1
11201,P06213,P27361,0,0,0.1
11202,P51955,P28482,0,0,0.1
11203,Q9H171,Q13546,0,0,0.1
11204,P04049,Q13233,0,0,0.1
11205,Q13568,O14980,0,0,0.1
11206,P46695,P27361,0,0,0.1
11207,P56524,P28482,0,0,0.1
11208,Q13643,P28482,0,0,0.1
11209,Q02556,P61201,0,0,0.1
11210,Q02556,P14316,0,0,0.1
11211,Q07021,P28482,0,0,0.1
11212,Q07021,P27361,0,0,0.1
11213,P05023,P27361,0,0,0.1
11214,Q6VAB6,P28482,0,0,0.1
11215,Q05516,P29590,0,0,0.1
11216,Q01850,P01106,0,0,0.1
11217,Q04206,P10914,0,0,0.1
11218,Q92844,O15111,0,0,0.1
11219,Q99608,P01583,0,0,0.1
11220,Q99584,P01583,0,0,0.1
11221,P14316,P68400,0,0,0.1
11222,Q09472,P14316,0,0,0.1
11223,Q8WYK2,P17275,0,0,0.1
11224,Q8WYK2,P17535,0,0,0.1
11225,P10145,P04899,0,0,0.1
11226,Q9H6S1,Q8IUC6,0,0,0.1
11227,Q14318,P0DP25,0,0,0.1
11228,Q92985,Q8N2W9,0,0,0.1
11229,Q92985,Q92844,0,0,0.1
11230,P01138,P01023,0,0,0.1
11231,P01127,P01023,0,0,0.1
11232,Q15306,Q02790,0,0,0.1
11233,Q15306,P42226,0,0,0.1
11234,Q15306,P41182,0,0,0.1
11235,Q92985,P84022,0,0,0.1
11236,Q92985,Q13485,0,0,0.1
11237,Q99814,P60228,0,0,0.1
11238,Q99962,P05231,0,0,0.1
11239,Q8IUC6,Q12933,0,0,0.1
11240,Q07912,P09619,0,0,0.1
11241,Q9UDY8,Q13501,0,0,0.1
11242,Q99836,Q15399,0,0,0.1
11243,Q9Y2C9,Q99836,0,0,0.1
11244,P98170,O15304,0,0,0.1
11245,Q96EX3,O43318,0,0,0.1
11246,Q9NYJ8,Q96EX3,0,0,0.1
11247,Q9Y4K3,Q96EX3,0,0,0.1
11248,Q96EX3,Q8N5C8,0,0,0.1
11249,P98170,P36897,0,0,0.1
11250,Q9H467,O75807,0,0,0.1
11251,Q9H467,O14920,0,0,0.1
11252,Q9H467,O15111,0,0,0.1
11253,Q7Z434,P00519,0,0,0.1
11254,Q9ULV0,P62491,0,0,0.1
11255,Q99836,Q15306,0,0,0.1
11256,Q01094,P49715,0,0,0.1
11257,O43379,P45984,0,0,0.1
11258,P45983,O43379,0,0,0.1
11259,Q14005,O95967,0,0,0.1
11260,Q9UPT6,Q07866,0,0,0.1
11261,P62330,O60271,0,0,0.1
11262,Q5T5U3,P84077,0,0,0.1
11263,Q13098,P61201,0,0,0.1
11264,Q92905,Q13098,0,0,0.1
11265,P16220,P15336,0,0,0.1
11266,P01112,O15211,0,0,0.1
11267,P61224,O15211,0,0,0.1
11268,Q9H2F5,P14373,0,0,0.1
11269,P51681,P41597,0,0,0.1
11270,Q09472,P42224,0,0,0.1
11271,P07437,O95793,0,0,0.1
11272,Q99683,P05067,0,0,0.1
11273,Q08211,O95793,0,0,0.1
11274,P19338,O95793,0,0,0.1
11275,P11940,O95793,0,0,0.1
11276,O95793,O75116,0,0,0.1
11277,P46940,O95793,0,0,0.1
11278,P46779,O95793,0,0,0.1
11279,Q86UR1,P63000,0,0,0.1
11280,Q8NFA2,Q86UR1,0,0,0.1
11281,Q92905,P50406,0,0,0.1
11282,Q14005,O14974,0,0,0.1
11283,Q14005,O60237,0,0,0.1
11284,Q9BZL4,Q14005,0,0,0.1
11285,Q16665,Q13547,0,0,0.1
11286,Q15109,P80511,0,0,0.1
11287,P20273,P15391,0,0,0.1
11288,Q06124,P20138,0,0,0.1
11289,Q8NEB9,Q6ZNE5,0,0,0.1
11290,P26022,P09038,0,0,0.1
11291,Q9H492,Q12802,0,0,0.1
11292,P35228,O14745,0,0,0.1
11293,Q9BSB4,Q8TDY2,0,0,0.1
11294,Q9BSB4,O75385,0,0,0.1
11295,P30793,P68400,0,0,0.1
11296,Q9H1Y0,Q8IZQ1,0,0,0.1
11297,Q9GZQ8,Q8IZQ1,0,0,0.1
11298,P35228,P0DP25,0,0,0.1
11299,Q9NS91,P0CG48,0,0,0.1
11300,Q86VP1,P0CG48,0,0,0.1
11301,Q15025,P0CG48,0,0,0.1
11302,Q8IVM0,P0CG48,0,0,0.1
11303,Q13137,P0CG48,0,0,0.1
11304,Q13490,Q13114,0,0,0.1
11305,P17931,P15502,0,0,0.1
11306,P57678,P09382,0,0,0.1
11307,Q08380,P02751,0,0,0.1
11308,P17931,P08253,0,0,0.1
11309,Q9HD26,P35346,0,0,0.1
11310,P62258,P07900,0,0,0.1
11311,P62258,P07437,0,0,0.1
11312,P68371,P62258,0,0,0.1
11313,Q13114,O43734,0,0,0.1
11314,P25942,O43734,0,0,0.1
11315,Q12933,O43734,0,0,0.1
11316,Q7Z434,O00463,0,0,0.1
11317,P05556,O00214,0,0,0.1
11318,P29353,P21802,0,0,0.1
11319,Q08380,P09382,0,0,0.1
11320,P16150,P09382,0,0,0.1
11321,P09382,P06729,0,0,0.1
11322,P09382,P01730,0,0,0.1
11323,P15502,P08246,0,0,0.1
11324,Q07889,O43597,0,0,0.1
11325,Q9Y478,P62993,0,0,0.1
11326,Q676U5,O94817,0,0,0.1
11327,Q99466,Q15796,0,0,0.1
11328,Q99466,Q13485,0,0,0.1
11329,P16871,P08514,0,0,0.1
11330,Q15796,O00308,0,0,0.1
11331,Q9HAU4,P84022,0,0,0.1
11332,P84022,O00308,0,0,0.1
11333,Q15797,P84022,0,0,0.1
11334,Q93009,P84022,0,0,0.1
11335,Q96EZ8,Q8IXK0,0,0,0.1
11336,Q15654,P31269,0,0,0.1
11337,P31947,O00444,0,0,0.1
11338,Q15834,Q16512,0,0,0.1
11339,Q96CN9,Q14134,0,0,0.1
11340,Q15560,P43364,0,0,0.1
11341,Q9H0M0,Q16630,0,0,0.1
11342,Q92734,O15162,0,0,0.1
11343,Q99750,P04899,0,0,0.1
11344,Q92997,O43395,0,0,0.1
11345,Q13287,P0DPH7,0,0,0.1
11346,Q99750,Q8NA54,0,0,0.1
11347,Q15834,P02538,0,0,0.1
11348,Q16630,O15162,0,0,0.1
11349,Q9BT78,Q0VDD7,0,0,0.1
11350,Q8WWR8,O15162,0,0,0.1
11351,Q9Y281,P63261,0,0,0.1
11352,Q9Y281,P60709,0,0,0.1
11353,Q12983,P17152,0,0,0.1
11354,P49910,O14641,0,0,0.1
11355,Q07352,Q16539,0,0,0.1
11356,Q13501,P54725,0,0,0.1
11357,Q99750,Q15475,0,0,0.1
11358,Q01844,P49910,0,0,0.1
11359,P45974,O75528,0,0,0.1
11360,P13612,O00214,0,0,0.1
11361,Q9NZH6,P84022,0,0,0.1
11362,Q9UHV8,P07355,0,0,0.1
11363,Q9UHV8,P60709,0,0,0.1
11364,Q9UHV8,P63261,0,0,0.1
11365,Q92793,Q08050,0,0,0.1
11366,Q9UHD2,O15111,0,0,0.1
11367,Q15438,P05107,0,0,0.1
11368,P26010,O75530,0,0,0.1
11369,P13612,O75530,0,0,0.1
11370,Q92905,P05107,0,0,0.1
11371,Q13158,P15311,0,0,0.1
11372,Q96LC7,P29350,0,0,0.1
11373,Q9NWZ3,O43187,0,0,0.1
11374,Q99836,O14836,0,0,0.1
11375,Q12933,O14836,0,0,0.1
11376,O14836,O00463,0,0,0.1
11377,Q9Y4K3,O14836,0,0,0.1
11378,Q92844,Q15628,0,0,0.1
11379,P67870,P07948,0,0,0.1
11380,P29597,P07948,0,0,0.1
11381,Q9NWF9,Q9NR96,0,0,0.1
11382,P47712,P08670,0,0,0.1
11383,P47712,P14598,0,0,0.1
11384,Q92993,P47712,0,0,0.1
11385,Q9H0F6,Q9BYM8,0,0,0.1
11386,Q99706,P30273,0,0,0.1
11387,P30273,O76036,0,0,0.1
11388,P20963,O76036,0,0,0.1
11389,Q92905,P14174,0,0,0.1
11390,P61073,P11142,0,0,0.1
11391,Q09472,P18146,0,0,0.1
11392,Q05215,O95644,0,0,0.1
11393,Q13469,Q05215,0,0,0.1
11394,Q13643,P28698,0,0,0.1
11395,Q13526,P51617,0,0,0.1
11396,P25025,P25024,0,0,0.1
11397,P49716,P06400,0,0,0.1
11398,Q5JY77,P07550,0,0,0.1
11399,Q5JY77,P20309,0,0,0.1
11400,Q5JY77,P08173,0,0,0.1
11401,Q5JY77,P08912,0,0,0.1
11402,Q9UHF0,Q5JY77,0,0,0.1
11403,Q5JY77,P25025,0,0,0.1
11404,Q5JY77,P30559,0,0,0.1
11405,Q5JY77,P25116,0,0,0.1
11406,Q5JY77,P55085,0,0,0.1
11407,Q5JY77,O43193,0,0,0.1
11408,P51636,P00533,0,0,0.1
11409,P06702,P00533,0,0,0.1
11410,P04406,P00533,0,0,0.1
11411,P31947,P00533,0,0,0.1
11412,P08195,P00533,0,0,0.1
11413,P05023,P00533,0,0,0.1
11414,Q71U36,P00533,0,0,0.1
11415,P08195,P05362,0,0,0.1
11416,Q15744,P35638,0,0,0.1
11417,Q15744,P49716,0,0,0.1
11418,Q15744,O95751,0,0,0.1
11419,Q15744,O75925,0,0,0.1
11420,Q15744,P63279,0,0,0.1
11421,Q14686,P49715,0,0,0.1
11422,Q14686,P15336,0,0,0.1
11423,P49715,P23511,0,0,0.1
11424,Q13087,P27797,0,0,0.1
11425,P51531,P49715,0,0,0.1
11426,P35638,Q96RU7,0,0,0.1
11427,P53567,P35638,0,0,0.1
11428,Q15744,P17947,0,0,0.1
11429,Q15744,P15976,0,0,0.1
11430,P63165,P17676,0,0,0.1
